timestamp;buyer;seller;symbol;currency;price;quantity
11800;;;SQUID_INK;SEASHELLS;1858;4
11900;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;1
12100;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9998;8
12400;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;1
12700;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;1
12700;;;RAINFOREST_RESIN;SEASHELLS;10002;1
13100;;;SQUID_INK;SEASHELLS;1852;2
13100;;;KELP;SEASHELLS;2033;2
13200;;SUBMISSION;KELP;SEASHELLS;2034;1
13300;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;2
13700;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;1
13900;;;SQUID_INK;SEASHELLS;1849;3
14000;;;RAINFOREST_RESIN;SEASHELLS;9998;1
14000;;;KELP;SEASHELLS;2032;1
14000;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;6
14000;;;SQUID_INK;SEASHELLS;1852;1
14100;;;KELP;SEASHELLS;2032;15
14100;;;SQUID_INK;SEASHELLS;1851;15
14400;;;SQUID_INK;SEASHELLS;1853;2
14400;;;SQUID_INK;SEASHELLS;1853;1
14400;;;KELP;SEASHELLS;2032;1
14400;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;4
14400;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9998;2
14400;SUBMISSION;;KELP;SEASHELLS;2033;2
14600;;;KELP;SEASHELLS;2033;1
14600;;;SQUID_INK;SEASHELLS;1849;1
14800;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9998;1
14900;;SUBMISSION;KELP;SEASHELLS;2034;4
15000;;;SQUID_INK;SEASHELLS;1849;1
15000;;;KELP;SEASHELLS;2032;1
15100;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9998;1
15500;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9998;11
15800;;;SQUID_INK;SEASHELLS;1854;2
15800;;SUBMISSION;KELP;SEASHELLS;2035;2
15800;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10003;2
15900;SUBMISSION;;KELP;SEASHELLS;2033;3
16100;;;KELP;SEASHELLS;2033;1
16100;;;SQUID_INK;SEASHELLS;1857;2
16200;;;RAINFOREST_RESIN;SEASHELLS;10002;3
16200;;;SQUID_INK;SEASHELLS;1853;1
16200;;;KELP;SEASHELLS;2032;1
16300;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9997;2
16500;;;SQUID_INK;SEASHELLS;1849;1
16700;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;1
17400;;;SQUID_INK;SEASHELLS;1851;2
17400;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;2
17400;;;KELP;SEASHELLS;2036;2
17400;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9998;11
17500;;;SQUID_INK;SEASHELLS;1851;12
17500;;;KELP;SEASHELLS;2036;12
17800;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9998;3
17900;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9998;1
17900;;;RAINFOREST_RESIN;SEASHELLS;9998;2
17900;;;KELP;SEASHELLS;2035;1
17900;;;RAINFOREST_RESIN;SEASHELLS;9998;1
17900;;;SQUID_INK;SEASHELLS;1849;1
18100;;;SQUID_INK;SEASHELLS;1842;8
18100;SUBMISSION;;KELP;SEASHELLS;2034;8
18200;;;RAINFOREST_RESIN;SEASHELLS;10002;9
18200;;;SQUID_INK;SEASHELLS;1840;1
18200;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9997;1
18200;SUBMISSION;;KELP;SEASHELLS;2034;1
18500;;;SQUID_INK;SEASHELLS;1840;1
18500;;;KELP;SEASHELLS;2033;1
18600;;;KELP;SEASHELLS;2033;9
18600;;;SQUID_INK;SEASHELLS;1837;1
18700;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;1
18900;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;1
19300;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9998;6
19300;;;RAINFOREST_RESIN;SEASHELLS;9998;2
19500;;;SQUID_INK;SEASHELLS;1828;14
19500;;;KELP;SEASHELLS;2033;14
19600;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;1
19600;;;SQUID_INK;SEASHELLS;1831;11
19600;;SUBMISSION;KELP;SEASHELLS;2035;11
19900;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9998;1
19900;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9997;7
20000;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9998;1
20100;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9998;4
20200;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;1
20300;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;4
20400;;;KELP;SEASHELLS;2033;3
20400;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;2
20500;;;KELP;SEASHELLS;2033;8
20500;;;SQUID_INK;SEASHELLS;1833;8
20500;;;KELP;SEASHELLS;2034;2
20500;;;SQUID_INK;SEASHELLS;1834;2
20600;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9998;4
20600;;;RAINFOREST_RESIN;SEASHELLS;10002;2
20600;;SUBMISSION;KELP;SEASHELLS;2035;2
20600;;;SQUID_INK;SEASHELLS;1836;2
20700;;;KELP;SEASHELLS;2034;2
20700;SUBMISSION;;KELP;SEASHELLS;2034;9
20700;;;SQUID_INK;SEASHELLS;1837;2
20900;;;SQUID_INK;SEASHELLS;1838;1
20900;;;KELP;SEASHELLS;2033;1
21100;;;KELP;SEASHELLS;2034;2
21100;;;SQUID_INK;SEASHELLS;1836;2
21200;;;KELP;SEASHELLS;2035;1
21200;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9998;1
21200;;;SQUID_INK;SEASHELLS;1836;1
21500;;;SQUID_INK;SEASHELLS;1839;2
21500;SUBMISSION;;KELP;SEASHELLS;2033;5
21500;;;KELP;SEASHELLS;2033;2
22100;;;KELP;SEASHELLS;2035;1
22100;;;SQUID_INK;SEASHELLS;1851;1
22200;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;1
22400;;;RAINFOREST_RESIN;SEASHELLS;10002;1
22500;;;KELP;SEASHELLS;2035;1
22800;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;1
22800;SUBMISSION;;KELP;SEASHELLS;2034;2
22800;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9998;2
22800;;;SQUID_INK;SEASHELLS;1847;2
22900;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;1
22900;;;KELP;SEASHELLS;2033;1
23000;;;RAINFOREST_RESIN;SEASHELLS;10002;1
23000;;;KELP;SEASHELLS;2035;1
23000;;;SQUID_INK;SEASHELLS;1847;1
23200;;;SQUID_INK;SEASHELLS;1842;1
23200;;;KELP;SEASHELLS;2033;1
23400;;;KELP;SEASHELLS;2033;15
23400;;;SQUID_INK;SEASHELLS;1840;15
23600;;;KELP;SEASHELLS;2033;1
23600;;;SQUID_INK;SEASHELLS;1843;1
24300;;;SQUID_INK;SEASHELLS;1846;1
24300;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;1
24300;;;KELP;SEASHELLS;2033;1
24500;;;KELP;SEASHELLS;2033;9
24500;;;SQUID_INK;SEASHELLS;1844;9
25000;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;1
25100;;;RAINFOREST_RESIN;SEASHELLS;9998;1
25400;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;3
25800;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;1
25900;;;SQUID_INK;SEASHELLS;1852;2
25900;;SUBMISSION;KELP;SEASHELLS;2035;2
25900;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10003;2
26000;;;SQUID_INK;SEASHELLS;1851;1
26000;;;KELP;SEASHELLS;2035;1
26100;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;1
26200;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;1
26300;;;RAINFOREST_RESIN;SEASHELLS;10002;4
26300;;;SQUID_INK;SEASHELLS;1848;1
26300;;;KELP;SEASHELLS;2033;1
26600;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9998;4
26700;;;SQUID_INK;SEASHELLS;1846;1
26700;;;KELP;SEASHELLS;2035;1
26800;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;1
27100;;;SQUID_INK;SEASHELLS;1851;1
27100;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9998;1
27100;;;KELP;SEASHELLS;2035;1
27200;;;KELP;SEASHELLS;2035;1
27200;;;SQUID_INK;SEASHELLS;1853;1
27300;;;KELP;SEASHELLS;2033;1
27300;;;SQUID_INK;SEASHELLS;1850;1
27400;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9998;3
27400;;;RAINFOREST_RESIN;SEASHELLS;9998;6
27800;;;RAINFOREST_RESIN;SEASHELLS;9998;3
28100;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10003;3
28500;;;SQUID_INK;SEASHELLS;1847;1
28500;;;KELP;SEASHELLS;2033;1
28600;;;SQUID_INK;SEASHELLS;1848;1
28600;;;KELP;SEASHELLS;2034;5
28600;;;KELP;SEASHELLS;2033;1
28700;;;KELP;SEASHELLS;2033;1
28700;;;SQUID_INK;SEASHELLS;1848;1
29000;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;1
29300;;;SQUID_INK;SEASHELLS;1851;1
29300;;;KELP;SEASHELLS;2035;1
29400;;;RAINFOREST_RESIN;SEASHELLS;10002;1
29500;;;KELP;SEASHELLS;2033;1
29500;;;SQUID_INK;SEASHELLS;1850;1
29600;;;KELP;SEASHELLS;2034;4
29800;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10004;5
29800;;SUBMISSION;KELP;SEASHELLS;2035;1
29900;;;SQUID_INK;SEASHELLS;1857;15
29900;;SUBMISSION;KELP;SEASHELLS;2035;15
30200;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9998;1
30300;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;3
30300;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;1
30400;;;SQUID_INK;SEASHELLS;1852;3
30400;;;KELP;SEASHELLS;2035;3
30600;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;1
30600;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9998;4
31000;;;RAINFOREST_RESIN;SEASHELLS;10002;1
31000;;;KELP;SEASHELLS;2036;1
31000;;;SQUID_INK;SEASHELLS;1852;1
31100;;;KELP;SEASHELLS;2034;9
31100;;;SQUID_INK;SEASHELLS;1852;1
31100;;;KELP;SEASHELLS;2035;1
31100;;;SQUID_INK;SEASHELLS;1850;9
31100;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;1
31200;;;SQUID_INK;SEASHELLS;1850;1
31200;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;6
31200;;;RAINFOREST_RESIN;SEASHELLS;10002;6
31200;;;RAINFOREST_RESIN;SEASHELLS;10002;1
31200;;;KELP;SEASHELLS;2034;1
31400;;;RAINFOREST_RESIN;SEASHELLS;10002;3
31600;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9998;3
31600;;;RAINFOREST_RESIN;SEASHELLS;9998;1
31700;;;RAINFOREST_RESIN;SEASHELLS;10002;1
31700;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9996;3
32100;;;SQUID_INK;SEASHELLS;1848;2
32100;SUBMISSION;;KELP;SEASHELLS;2034;2
32100;;;RAINFOREST_RESIN;SEASHELLS;9998;2
32500;;;SQUID_INK;SEASHELLS;1848;2
32500;;;SQUID_INK;SEASHELLS;1848;7
32500;;SUBMISSION;KELP;SEASHELLS;2036;9
32500;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;1
33200;;;SQUID_INK;SEASHELLS;1837;1
33200;;;KELP;SEASHELLS;2036;1
33600;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9998;2
33900;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10003;12
34000;;;KELP;SEASHELLS;2036;1
34000;;;SQUID_INK;SEASHELLS;1848;1
34200;;;RAINFOREST_RESIN;SEASHELLS;10002;1
34300;;;SQUID_INK;SEASHELLS;1846;1
34300;;;KELP;SEASHELLS;2034;1
34600;;SUBMISSION;KELP;SEASHELLS;2036;14
34600;;;SQUID_INK;SEASHELLS;1849;14
34800;;;KELP;SEASHELLS;2034;10
34800;;;SQUID_INK;SEASHELLS;1846;10
35400;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9998;2
35400;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;1
35700;;SUBMISSION;KELP;SEASHELLS;2036;11
35700;;;SQUID_INK;SEASHELLS;1845;11
36000;;;KELP;SEASHELLS;2035;2
36000;;;SQUID_INK;SEASHELLS;1842;2
36500;;;SQUID_INK;SEASHELLS;1843;1
36500;;;KELP;SEASHELLS;2034;1
36600;;;SQUID_INK;SEASHELLS;1842;2
36600;;;KELP;SEASHELLS;2035;2
36700;;;RAINFOREST_RESIN;SEASHELLS;10002;1
36700;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;1
37100;;;KELP;SEASHELLS;2037;9
37100;;;SQUID_INK;SEASHELLS;1847;9
37300;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9997;3
37600;;;SQUID_INK;SEASHELLS;1845;9
37600;;;KELP;SEASHELLS;2036;1
37600;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10003;10
37600;;;KELP;SEASHELLS;2034;9
37600;;;SQUID_INK;SEASHELLS;1847;1
37700;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;1
37800;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10003;2
37800;;SUBMISSION;KELP;SEASHELLS;2036;2
37800;;;SQUID_INK;SEASHELLS;1851;2
38400;;;SQUID_INK;SEASHELLS;1850;2
38400;;;KELP;SEASHELLS;2034;4
38600;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;1
38700;;;SQUID_INK;SEASHELLS;1850;1
38700;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10003;8
38700;;;KELP;SEASHELLS;2034;1
39100;;;SQUID_INK;SEASHELLS;1853;1
39100;;SUBMISSION;KELP;SEASHELLS;2036;1
39100;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;1
39100;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9998;3
39200;;;KELP;SEASHELLS;2035;4
39200;;;SQUID_INK;SEASHELLS;1850;4
39200;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9996;2
39200;;;SQUID_INK;SEASHELLS;1849;2
39200;;;KELP;SEASHELLS;2034;2
39700;;;SQUID_INK;SEASHELLS;1849;1
39700;;;KELP;SEASHELLS;2034;1
39800;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9998;1
40000;;;SQUID_INK;SEASHELLS;1849;14
40000;;;KELP;SEASHELLS;2034;14
40000;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;11
40200;;;KELP;SEASHELLS;2036;2
40200;;SUBMISSION;KELP;SEASHELLS;2036;4
40200;;;SQUID_INK;SEASHELLS;1854;6
40300;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;4
40500;;;KELP;SEASHELLS;2037;13
40500;;;SQUID_INK;SEASHELLS;1854;13
40600;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;1
40700;;;KELP;SEASHELLS;2036;1
41400;;;KELP;SEASHELLS;2034;5
41400;;;SQUID_INK;SEASHELLS;1855;5
41800;;;KELP;SEASHELLS;2034;1
41800;;;SQUID_INK;SEASHELLS;1857;1
42000;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9998;1
42100;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;1
42400;;;SQUID_INK;SEASHELLS;1859;1
42400;SUBMISSION;;KELP;SEASHELLS;2035;1
42400;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9997;1
42500;;;SQUID_INK;SEASHELLS;1861;2
42800;;;KELP;SEASHELLS;2035;2
42800;;;SQUID_INK;SEASHELLS;1859;2
42900;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;5
43200;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9997;3
43600;;;RAINFOREST_RESIN;SEASHELLS;10002;2
43800;;;KELP;SEASHELLS;2037;3
43800;;SUBMISSION;KELP;SEASHELLS;2037;1
43800;;;KELP;SEASHELLS;2037;1
43800;;;SQUID_INK;SEASHELLS;1856;5
43900;;;KELP;SEASHELLS;2037;2
43900;;;RAINFOREST_RESIN;SEASHELLS;10002;2
43900;;;SQUID_INK;SEASHELLS;1852;1
43900;;;KELP;SEASHELLS;2034;1
43900;;;RAINFOREST_RESIN;SEASHELLS;10002;1
43900;;;SQUID_INK;SEASHELLS;1855;2
43900;;;RAINFOREST_RESIN;SEASHELLS;10002;4
44000;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;4
44300;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9998;2
44700;;;KELP;SEASHELLS;2036;1
44700;;;SQUID_INK;SEASHELLS;1851;1
45000;;;KELP;SEASHELLS;2034;1
45000;;;SQUID_INK;SEASHELLS;1847;1
45100;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9998;1
45200;;;SQUID_INK;SEASHELLS;1848;1
45200;;;KELP;SEASHELLS;2034;1
45200;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;1
45300;;;KELP;SEASHELLS;2034;1
45300;;;SQUID_INK;SEASHELLS;1848;1
45500;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9998;3
45500;;;KELP;SEASHELLS;2034;1
45500;SUBMISSION;;KELP;SEASHELLS;2034;2
45500;;;SQUID_INK;SEASHELLS;1847;3
45700;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;1
45900;;;KELP;SEASHELLS;2033;1
45900;;;SQUID_INK;SEASHELLS;1848;1
46000;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9998;1
46000;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;11
46500;;;SQUID_INK;SEASHELLS;1847;2
46500;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9998;1
46900;;;SQUID_INK;SEASHELLS;1847;10
46900;;;KELP;SEASHELLS;2033;10
47100;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9998;1
47200;;;SQUID_INK;SEASHELLS;1848;1
47200;;;KELP;SEASHELLS;2035;1
47400;;;SQUID_INK;SEASHELLS;1847;2
47400;;;RAINFOREST_RESIN;SEASHELLS;9998;1
47400;;;KELP;SEASHELLS;2035;2
47500;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9998;1
47700;SUBMISSION;;KELP;SEASHELLS;2034;10
47700;;;SQUID_INK;SEASHELLS;1845;10
48000;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;2
48000;;;RAINFOREST_RESIN;SEASHELLS;10002;1
48100;;;SQUID_INK;SEASHELLS;1845;1
48200;;;SQUID_INK;SEASHELLS;1842;1
48200;;;KELP;SEASHELLS;2033;1
48300;;;KELP;SEASHELLS;2034;4
48300;;;SQUID_INK;SEASHELLS;1839;4
48300;;;SQUID_INK;SEASHELLS;1839;1
48300;;;KELP;SEASHELLS;2034;1
48900;;;KELP;SEASHELLS;2033;1
49000;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10003;2
49200;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;3
49800;;;SQUID_INK;SEASHELLS;1835;1
49800;;;SQUID_INK;SEASHELLS;1832;1
49800;;;RAINFOREST_RESIN;SEASHELLS;10002;1
49800;;;KELP;SEASHELLS;2037;1
49800;;;KELP;SEASHELLS;2034;1
50100;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;4
50100;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9998;12
50400;;;SQUID_INK;SEASHELLS;1831;1
50400;;;KELP;SEASHELLS;2034;1
50400;;;KELP;SEASHELLS;2034;2
50400;;;SQUID_INK;SEASHELLS;1831;2
50600;;;SQUID_INK;SEASHELLS;1832;4
50600;;;KELP;SEASHELLS;2035;4
50600;;;KELP;SEASHELLS;2036;1
50600;;;SQUID_INK;SEASHELLS;1833;1
50900;;;KELP;SEASHELLS;2034;1
50900;;;SQUID_INK;SEASHELLS;1831;1
51300;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9998;5
51400;;;KELP;SEASHELLS;2036;5
51400;;;SQUID_INK;SEASHELLS;1831;5
51400;;SUBMISSION;KELP;SEASHELLS;2036;5
51500;;;SQUID_INK;SEASHELLS;1829;2
51500;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9996;2
51500;;SUBMISSION;KELP;SEASHELLS;2036;4
51500;;;KELP;SEASHELLS;2034;2
51500;;;SQUID_INK;SEASHELLS;1832;4
51600;;;KELP;SEASHELLS;2036;1
51600;;;SQUID_INK;SEASHELLS;1829;1
52000;;;RAINFOREST_RESIN;SEASHELLS;9998;1
52200;;;SQUID_INK;SEASHELLS;1827;1
52200;;;RAINFOREST_RESIN;SEASHELLS;10002;1
52200;SUBMISSION;;KELP;SEASHELLS;2034;1
52400;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10002;3
52400;;;RAINFOREST_RESIN;SEASHELLS;10002;4
52600;;;SQUID_INK;SEASHELLS;1834;2
52600;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10003;12
52600;;;KELP;SEASHELLS;2034;2
52700;;SUBMISSION;KELP;SEASHELLS;2036;1
52700;;;SQUID_INK;SEASHELLS;1838;1
52800;;;KELP;SEASHELLS;2036;1
53100;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9998;5
53200;;SUBMISSION;KELP;SEASHELLS;2036;1
53300;;;SQUID_INK;SEASHELLS;1840;8
