timestamp,buyer,seller,symbol,currency,price,quantity
2100,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,676,19
2100,,,PICNIC_BASKET2,SEASHELLS,30051,9
2100,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,190,19
2100,,,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,427,13
2100,SUBMISSION,,VOLCANIC_ROCK,SEASHELLS,10176,40
2200,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,424,13
2200,,SUBMISSION,VOLCANIC_ROCK,SEASHELLS,10172,30
2200,,SUBMISSION,RAINFOREST_RESIN,SEASHELLS,10002,3
2200,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,424,0
2200,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,424,1
2300,,,CROISSANTS,SEASHELLS,4241,10
2300,,SUBMISSION,RAINFOREST_RESIN,SEASHELLS,10002,7
2400,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,672,0
2400,,SUBMISSION,RAINFOREST_RESIN,SEASHELLS,10007,1
2400,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,672,1
2400,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,189,1
2400,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,672,15
2400,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,189,0
2400,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,189,15
2500,,,DJEMBES,SEASHELLS,13299,5
2500,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,424,14
2500,SUBMISSION,,RAINFOREST_RESIN,SEASHELLS,9993,2
2500,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,424,1
2500,,,JAMS,SEASHELLS,6516,9
2500,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,424,0
2600,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,668,11
2600,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,668,2
2600,,,KELP,SEASHELLS,2040,6
2600,,,KELP,SEASHELLS,2040,1
2600,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,668,0
2600,,,SQUID_INK,SEASHELLS,1822,1
2600,,,VOLCANIC_ROCK,SEASHELLS,10167,5
2600,,,SQUID_INK,SEASHELLS,1822,6
2700,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,180,19
2700,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,180,1
2700,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,664,1
2700,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,416,1
2700,,,JAMS,SEASHELLS,6518,9
2700,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,664,19
2700,,,JAMS,SEASHELLS,6516,5
2700,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,416,19
2800,SUBMISSION,,VOLCANIC_ROCK,SEASHELLS,10164,40
2900,SUBMISSION,,RAINFOREST_RESIN,SEASHELLS,9998,5
2900,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,664,2
2900,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,664,12
2900,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,664,0
3000,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,184,2
3000,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,666,0
3000,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,184,11
3000,,,SQUID_INK,SEASHELLS,1823,1
3000,,,KELP,SEASHELLS,2040,1
3000,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,666,11
3000,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,666,2
3000,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,184,0
3100,,SUBMISSION,RAINFOREST_RESIN,SEASHELLS,10001,1
3200,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,418,18
3300,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,666,11
3300,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,418,11
3300,,,DJEMBES,SEASHELLS,13300,4
3500,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,664,11
3500,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,180,11
3600,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,414,10
3600,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10250,SEASHELLS,35,10
3700,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,410,12
3700,,,SQUID_INK,SEASHELLS,1828,1
3700,,,KELP,SEASHELLS,2040,1
3700,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,178,12
3800,,,KELP,SEASHELLS,2043,2
3800,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,418,15
3800,,,SQUID_INK,SEASHELLS,1832,2
3800,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,180,15
3800,,SUBMISSION,VOLCANIC_ROCK,SEASHELLS,10166,12
3900,,,KELP,SEASHELLS,2042,1
3900,,,SQUID_INK,SEASHELLS,1831,1
4000,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10250,SEASHELLS,36,0
4000,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10250,SEASHELLS,36,10
4000,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10250,SEASHELLS,36,1
4100,,,VOLCANIC_ROCK_VOUCHER_10500,SEASHELLS,3,2
4100,,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,180,10
4100,,,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,413,2
4100,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,414,0
4100,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,414,10
4100,,,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,662,2
4100,,,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,413,10
4100,,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,180,2
4100,,,VOLCANIC_ROCK_VOUCHER_10250,SEASHELLS,35,10
4100,,,KELP,SEASHELLS,2041,3
4100,,,VOLCANIC_ROCK_VOUCHER_10250,SEASHELLS,35,2
4100,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,414,2
4100,,,VOLCANIC_ROCK_VOUCHER_10500,SEASHELLS,3,10
4100,,,SQUID_INK,SEASHELLS,1832,3
4100,,,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,662,10
4200,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,662,11
4200,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,181,0
4200,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,662,2
4200,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,662,0
4200,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,181,11
4200,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,181,12
4200,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,181,2
4300,,,SQUID_INK,SEASHELLS,1833,4
4300,,,KELP,SEASHELLS,2039,1
4300,,,SQUID_INK,SEASHELLS,1833,1
4300,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,658,13
4300,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,658,1
4300,,,KELP,SEASHELLS,2039,4
4300,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,658,0
4500,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,658,10
4500,,,KELP,SEASHELLS,2039,1
4500,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,658,0
4500,,,SQUID_INK,SEASHELLS,1834,1
4500,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,658,1
4600,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,178,0
4600,,SUBMISSION,RAINFOREST_RESIN,SEASHELLS,10007,8
4600,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,660,2
4600,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,660,12
4600,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,178,2
4600,,,CROISSANTS,SEASHELLS,4239,8
4600,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,660,0
4600,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,178,12
4700,,SUBMISSION,VOLCANIC_ROCK,SEASHELLS,10162,38
4700,,,JAMS,SEASHELLS,6515,6
4700,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,178,19
4700,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,178,1
4800,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,412,17
4800,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,412,0
4800,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,412,1
4900,,,CROISSANTS,SEASHELLS,4238,5
4900,,SUBMISSION,RAINFOREST_RESIN,SEASHELLS,10001,1
5000,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,179,14
5000,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,658,14
5000,,SUBMISSION,RAINFOREST_RESIN,SEASHELLS,10002,4
5100,,,RAINFOREST_RESIN,SEASHELLS,10000,2
5100,,,KELP,SEASHELLS,2039,8
5100,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,179,14
5100,,,SQUID_INK,SEASHELLS,1835,8
5200,SUBMISSION,,RAINFOREST_RESIN,SEASHELLS,9998,3
5200,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,654,14
5200,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,172,14
5300,,,KELP,SEASHELLS,2039,7
5300,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,410,19
5300,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,410,0
5300,,,SQUID_INK,SEASHELLS,1836,7
5300,SUBMISSION,,RAINFOREST_RESIN,SEASHELLS,9993,7
5300,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,658,1
5300,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,658,19
5300,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,410,1
5600,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,411,15
5600,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,660,15
5700,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,179,15
5700,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,179,1
5700,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,660,15
5700,SUBMISSION,,VOLCANIC_ROCK,SEASHELLS,10160,40
5700,,,SQUID_INK,SEASHELLS,1838,2
5700,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,660,0
5700,,,KELP,SEASHELLS,2039,2
5700,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,179,0
5700,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,660,1
5800,SUBMISSION,,RAINFOREST_RESIN,SEASHELLS,9993,6
5800,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,410,19
5900,,,VOLCANIC_ROCK,SEASHELLS,10157,5
5900,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,174,15
5900,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,658,15
6000,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,180,0
6000,SUBMISSION,,RAINFOREST_RESIN,SEASHELLS,9993,4
6000,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,412,14
6000,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,412,2
6000,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,660,14
6000,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,412,0
6000,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,180,14
6000,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,660,2
6000,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,660,0
6000,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,180,2
6100,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,412,13
6100,,,CROISSANTS,SEASHELLS,4239,7
6100,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,660,13
6100,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,660,0
6100,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,412,1
6100,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,412,0
6100,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,660,1
6100,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,180,0
6100,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,180,13
6100,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,180,1
6200,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,658,12
6200,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,658,1
6200,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,658,0
6300,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,410,0
6300,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,658,2
6300,,,SQUID_INK,SEASHELLS,1836,1
6300,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,410,2
6300,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,658,0
6300,,,KELP,SEASHELLS,2038,1
6300,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,410,12
6300,,,SQUID_INK,SEASHELLS,1836,10
6300,,,KELP,SEASHELLS,2039,8
6300,,,KELP,SEASHELLS,2039,2
6300,,SUBMISSION,RAINFOREST_RESIN,SEASHELLS,10007,4
6300,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,658,12
6400,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,656,18
6400,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,656,0
6400,,,KELP,SEASHELLS,2039,1
6400,,,SQUID_INK,SEASHELLS,1837,1
6400,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,656,1
6500,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,408,17
6600,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,657,1
6600,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,657,0
6600,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,176,14
6600,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,657,14
6600,,,CROISSANTS,SEASHELLS,4239,8
6600,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,176,1
6600,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,176,0
6700,,,DJEMBES,SEASHELLS,13298,4
6700,SUBMISSION,,RAINFOREST_RESIN,SEASHELLS,9998,3
6800,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,178,0
6800,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,178,2
6800,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,412,0
6800,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,178,11
6800,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,412,2
6800,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,412,11
6900,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,662,2
6900,,SUBMISSION,RAINFOREST_RESIN,SEASHELLS,10007,1
6900,,,CROISSANTS,SEASHELLS,4239,7
7000,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,660,0
7000,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,660,17
7000,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,660,2
7100,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,412,0
7100,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,412,2
7100,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,660,2
7100,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,412,10
7100,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,660,7
7100,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,660,10
7100,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,660,0
7200,,,CROISSANTS,SEASHELLS,4238,4
7200,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,658,0
7200,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,658,1
7200,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,658,11
7300,,SUBMISSION,RAINFOREST_RESIN,SEASHELLS,10002,4
7300,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,658,12
7500,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,664,0
7500,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,182,2
7500,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,182,0
7500,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,664,2
7500,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,182,11
7500,,,VOLCANIC_ROCK,SEASHELLS,10163,6
7500,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,664,11
7500,,,KELP,SEASHELLS,2039,5
7600,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,184,2
7600,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,420,18
7600,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,420,2
7600,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,668,18
7600,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,668,2
7600,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,184,18
7700,,,KELP,SEASHELLS,2040,1
7700,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,416,20
7700,,,SQUID_INK,SEASHELLS,1842,1
7800,,SUBMISSION,RAINFOREST_RESIN,SEASHELLS,10002,5
7800,,,DJEMBES,SEASHELLS,13290,4
7800,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,416,12
7800,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,416,2
7800,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,416,0
7900,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,418,20
7900,,SUBMISSION,VOLCANIC_ROCK,SEASHELLS,10166,15
8000,,,KELP,SEASHELLS,2041,2
8000,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,183,0
